date,arrivals,patients_in_hospital,patients_added,patients_dismissed,capacity,capacity_precentage,predictions_histoty
7/13/2022,29,,,,,,
7/14/2022,16,,,,,,
7/15/2022,25,,,,,,
7/16/2022,17,,,,,,
7/17/2022,14,,,,,,
7/18/2022,4,,,,,,
7/19/2022,6,,,,,,
7/20/2022,21,,,,,,
7/21/2022,22,,,,,,
7/22/2022,7,,,,,,
7/23/2022,19,,,,,,
7/24/2022,14,,,,,,
7/25/2022,12,,,,,,
7/26/2022,15,,,,,,
7/27/2022,18,,,,,,
7/28/2022,20,,,,,,
7/29/2022,16,,,,,,
7/30/2022,24,,,,,,
7/31/2022,13,,,,,,
8/1/2022,9,,,,,,
8/2/2022,15,,,,,,
8/3/2022,25,,,,,,
8/4/2022,24,,,,,,
8/5/2022,25,,,,,,
8/6/2022,29,,,,,,
8/7/2022,18,,,,,,
8/8/2022,14,,,,,,
8/9/2022,31,,,,,,
8/10/2022,23,,,,,,
8/11/2022,26,,,,,,
8/12/2022,24,,,,,,
8/13/2022,15,,,,,,
8/14/2022,15,,,,,,
8/15/2022,18,,,,,,
8/16/2022,7,,,,,,
8/17/2022,30,,,,,,
8/18/2022,16,,,,,,
8/19/2022,29,,,,,,
8/20/2022,25,,,,,,
8/21/2022,16,,,,,,
8/22/2022,20,,,,,,
8/23/2022,15,,,,,,
8/24/2022,18,,,,,,
8/25/2022,19,,,,,,
8/26/2022,20,,,,,,
8/27/2022,13,,,,,,
8/28/2022,20,,,,,,
8/29/2022,18,,,,,,
8/30/2022,27,,,,,,
8/31/2022,21,,,,,,
9/1/2022,19,,,,,,
9/2/2022,22,,,,,,
9/3/2022,17,,,,,,
9/4/2022,17,,,,,,
9/5/2022,22,,,,,,
9/6/2022,23,,,,,,
9/7/2022,32,,,,,,
9/8/2022,15,,,,,,
9/9/2022,18,,,,,,
9/10/2022,23,,,,,,
9/11/2022,11,,,,,,
9/12/2022,16,,,,,,
9/13/2022,10,,,,,,
9/14/2022,18,,,,,,
9/15/2022,20,,,,,,
9/16/2022,34,,,,,,
9/17/2022,14,,,,,,
9/18/2022,19,,,,,,
9/19/2022,18,,,,,,
9/20/2022,28,,,,,,
9/21/2022,18,,,,,,
9/22/2022,26,,,,,,
9/23/2022,28,,,,,,
9/24/2022,14,,,,,,
9/25/2022,11,,,,,,
9/26/2022,34,,,,,,
9/27/2022,24,,,,,,
9/28/2022,15,,,,,,
9/29/2022,17,,,,,,
9/30/2022,13,,,,,,
10/1/2022,28,,,,,,
10/2/2022,18,,,,,,
10/3/2022,10,,,,,,
10/4/2022,22,,,,,,
10/5/2022,18,,,,,,
10/6/2022,22,,,,,,
10/7/2022,20,,,,,,
10/8/2022,11,,,,,,
10/9/2022,10,,,,,,
10/10/2022,13,,,,,,
10/11/2022,21,,,,,,
10/12/2022,23,,,,,,
10/13/2022,22,,,,,,
10/14/2022,18,,,,,,
10/15/2022,17,,,,,,
10/16/2022,11,,,,,,
10/17/2022,1,,,,,,
10/18/2022,13,,,,,,
10/19/2022,5,,,,,,
10/20/2022,7,,,,,,
10/21/2022,6,,,,,,
10/22/2022,7,,,,,,
10/23/2022,8,,,,,,
10/24/2022,8,,,,,,
10/25/2022,15,,,,,,
10/26/2022,18,,,,,,
10/27/2022,10,,,,,,
10/28/2022,23,,,,,,
10/29/2022,17,,,,,,
10/30/2022,17,,,,,,
10/31/2022,15,,,,,,
11/1/2022,21,,,,,,
11/2/2022,9,,,,,,
11/3/2022,13,,,,,,
11/4/2022,16,,,,,,
11/5/2022,13,,,,,,
11/6/2022,14,,,,,,
11/7/2022,16,,,,,,
11/8/2022,12,,,,,,
11/9/2022,9,,,,,,
11/10/2022,12,,,,,,
11/11/2022,7,,,,,,
11/12/2022,11,,,,,,
11/13/2022,5,,,,,,
11/14/2022,10,,,,,,
11/15/2022,12,,,,,,
11/16/2022,20,,,,,,
11/17/2022,19,,,,,,
11/18/2022,13,,,,,,
11/19/2022,20,,,,,,
11/20/2022,12,,,,,,
11/21/2022,19,,,,,,
11/22/2022,26,,,,,,
11/23/2022,15,,,,,,
11/24/2022,17,,,,,,
11/25/2022,17,,,,,,
11/26/2022,3,,,,,,
11/27/2022,15,,,,,,
11/28/2022,15,,,,,,
11/29/2022,9,,,,,,
11/30/2022,12,,,,,,
12/1/2022,24,,,,,,
12/2/2022,22,,,,,,
12/3/2022,20,,,,,,
12/4/2022,14,,,,,,
12/5/2022,9,,,,,,
12/6/2022,21,,,,,,
12/7/2022,21,,,,,,
12/8/2022,16,,,,,,
12/9/2022,12,,,,,,
12/10/2022,20,,,,,,
12/11/2022,20,,,,,,
12/12/2022,23,,,,,,
12/13/2022,14,,,,,,
12/14/2022,17,,,,,,
12/15/2022,10,,,,,,
12/16/2022,17,,,,,,
12/17/2022,15,,,,,,
12/18/2022,13,,,,,,
12/19/2022,21,,,,,,
12/20/2022,21,,,,,,
12/21/2022,31,,,,,,
12/22/2022,12,,,,,,
12/23/2022,20,,,,,,
12/24/2022,22,,,,,,
12/25/2022,14,,,,,,
12/26/2022,15,,,,,,
12/27/2022,17,,,,,,
12/28/2022,18,,,,,,
12/29/2022,17,,,,,,
12/30/2022,29,,,,,,
12/31/2022,17,,,,,,
1/1/2023,9,,,,,,
1/2/2023,21,,,,,,
1/3/2023,21,,,,,,
1/4/2023,16,,,,,,
1/5/2023,12,,,,,,
1/6/2023,20,,,,,,
1/7/2023,20,,,,,,
1/8/2023,23,,,,,,
1/9/2023,14,,,,,,
1/10/2023,17,,,,,,
1/11/2023,10,,,,,,
1/12/2023,17,,,,,,
1/13/2023,15,,,,,,
1/14/2023,13,,,,,,
1/15/2023,21,,,,,,
1/16/2023,21,,,,,,
1/17/2023,31,,,,,,
1/18/2023,12,,,,,,
1/19/2023,20,,,,,,
1/20/2023,22,,,,,,
1/21/2023,14,,,,,,
1/22/2023,15,,,,,,
1/23/2023,17,,,,,,
1/24/2023,18,,,,,,
1/25/2023,17,,,,,,
1/26/2023,29,,,,,,
1/27/2023,17,,,,,,
1/28/2023,13,,,,,,
1/29/2023,24,,,,,,
1/30/2023,5,,,,,,
1/31/2023,22,,,,,,
2/1/2023,19,,,,,,
2/2/2023,8,,,,,,
2/3/2023,9,,,,,,
2/4/2023,7,,,,,,
2/5/2023,15,,,,,,
2/6/2023,16,,,,,,
2/7/2023,10,,,,,,
2/8/2023,18,,,,,,
2/9/2023,8,,,,,,
2/10/2023,17,,,,,,
2/11/2023,22,,,,,,
2/12/2023,29,,,,,,
2/13/2023,11,,,,,,
2/14/2023,4,,,,,,
2/15/2023,4,,,,,,
2/16/2023,34,,,,,,
2/17/2023,3,,,,,,
2/18/2023,15,,,,,,
2/19/2023,7,,,,,,
2/20/2023,9,,,,,,
2/21/2023,23,,,,,,
2/22/2023,21,,,,,,
2/23/2023,22,,,,,,
2/24/2023,10,,,,,,
2/25/2023,24,,,,,,
2/26/2023,23,,,,,,
2/27/2023,9,,,,,,
2/28/2023,15,,,,,,
3/1/2023,22,,,,,,
3/2/2023,8,,,,,,
3/3/2023,23,,,,,,
3/4/2023,10,,,,,,
3/5/2023,7,,,,,,
3/6/2023,26,,,,,,
3/7/2023,14,,,,,,
3/8/2023,25,,,,,,
3/9/2023,16,,,,,,
3/10/2023,17,,,,,,
3/11/2023,18,,,,,,
3/12/2023,17,,,,,,
3/13/2023,29,,,,,,
3/14/2023,17,,,,,,
3/15/2023,14,,,,,,
3/16/2023,10,,,,,,
3/17/2023,25,,,,,,
3/18/2023,16,,,,,,
3/19/2023,19,,,,,,
3/20/2023,25,,,,,,
3/21/2023,23,,,,,,
3/22/2023,21,,,,,,
3/23/2023,30,,,,,,
3/24/2023,12,,,,,,
3/25/2023,13,,,,,,
3/26/2023,34,,,,,,
3/27/2023,28,,,,,,
3/28/2023,7,,,,,,
3/29/2023,10,,,,,,
3/30/2023,29,,,,,,
3/31/2023,27,,,,,,
4/1/2023,18,,,,,,
4/2/2023,20,,,,,,
4/3/2023,16,,,,,,
4/4/2023,14,,,,,,
4/5/2023,25,,,,,,
4/6/2023,23,,,,,,
4/7/2023,17,,,,,,
4/8/2023,17,,,,,,
4/9/2023,15,,,,,,
4/10/2023,25,,,,,,
4/11/2023,15,,,,,,
4/12/2023,20,,,,,,
4/13/2023,15,,,,,,
4/14/2023,12,,,,,,
4/15/2023,10,,,,,,
4/16/2023,15,,,,,,
4/17/2023,16,,,,,,
4/18/2023,8,,,,,,
4/19/2023,10,,,,,,
4/20/2023,15,,,,,,
4/21/2023,12,,,,,,
4/22/2023,22,,,,,,
4/23/2023,14,,,,,,
4/24/2023,29,,,,,,
4/25/2023,30,,,,,,
4/26/2023,23,,,,,,
4/27/2023,16,,,,,,
4/28/2023,18,,,,,,
4/29/2023,12,,,,,,
4/30/2023,18,,,,,,
5/1/2023,9,,,,,,
5/2/2023,26,,,,,,
5/3/2023,7,,,,,,
5/4/2023,22,,,,,,
5/5/2023,18,,,,,,
5/6/2023,24,,,,,,
5/7/2023,17,,,,,,
5/8/2023,22,,,,,,
5/9/2023,16,,,,,,
5/10/2023,23,,,,,,
5/11/2023,14,,,,,,
5/12/2023,9,,,,,,
5/13/2023,12,,,,,,
5/14/2023,15,,,,,,
5/15/2023,5,,,,,,
5/16/2023,12,,,,,,
5/17/2023,9,,,,,,
5/18/2023,33,,,,,,
5/19/2023,8,,,,,,
5/20/2023,10,,,,,,
5/21/2023,25,,,,,,
5/22/2023,21,,,,,,
5/23/2023,26,,,,,,
5/24/2023,10,,,,,,
5/25/2023,30,,,,,,
5/26/2023,22,,,,,,
5/27/2023,20,,,,,,
5/28/2023,6,,,,,,
5/29/2023,21,,,,,,
5/30/2023,15,,,,,,
5/31/2023,14,,,,,,
6/1/2023,18,,,,,,
6/2/2023,18,,,,,,
6/3/2023,24,,,,,,
6/4/2023,17,,,,,,
6/5/2023,22,,,,,,
6/6/2023,16,,,,,,
6/7/2023,23,,,,,,
6/8/2023,14,,,,,,
6/9/2023,9,,,,,,
6/10/2023,12,,,,,,
6/11/2023,15,,,,,,
6/12/2023,5,,,,,,
6/13/2023,12,,,,,,
6/14/2023,9,,,,,,
6/15/2023,33,,,,,,
6/16/2023,8,,,,,,
6/17/2023,10,,,,,,
6/18/2023,15,28.0,20.0,15.0,33.0,117.8571429,17.0
6/19/2023,12,33.0,15.0,12.0,36.0,128.5714286,15.0
6/20/2023,16,36.0,20.0,15.0,41.0,146.4285714,13.0
6/21/2023,14,41.0,10.0,12.0,39.0,139.2857143,12.0
6/22/2023,13,39.0,11.0,15.0,35.0,125.0,15.0
6/23/2023,11,35.0,17.0,12.0,40.0,142.8571429,16.0
6/24/2023,17,40.0,20.0,25.0,35.0,125.0,18.0
6/25/2023,15,35.0,12.0,10.0,37.0,132.1428571,10.0
2023-06-26,18,37.0,12.0,10.0,39.0,139.28571428571428,18.0
